cluster_index, module_index, channel0, channel1

Event: 0
4,641,189,213
4,641,189,214
5,740,215,497
5,740,215,498
5,740,215,499
5,740,215,500
6,794,207,1156
6,794,207,1157
7,935,123,1227
7,935,123,1228
8,1046,232,676
8,1046,232,677
8,1046,232,678
9,1129,207,1148
9,1129,208,1149
9,1129,208,1150
10,1328,178,1369
10,1328,178,1370
10,1328,178,1371
11,1410,328,501
11,1410,329,501
11,1410,330,501
11,1410,331,501
11,1410,332,501
11,1410,333,501
11,1410,334,501
11,1410,335,501
11,1410,319,502
11,1410,320,502
11,1410,321,502
11,1410,322,502
11,1410,323,502
11,1410,324,502
11,1410,325,502
11,1410,326,502
11,1410,327,502
11,1410,328,502
11,1410,310,503
11,1410,311,503
11,1410,312,503
11,1410,313,503
11,1410,314,503
11,1410,315,503
11,1410,316,503
11,1410,317,503
11,1410,318,503
11,1410,319,503
11,1410,300,504
11,1410,301,504
11,1410,302,504
11,1410,303,504
11,1410,304,504
11,1410,305,504
11,1410,306,504
11,1410,307,504
11,1410,308,504
11,1410,309,504
11,1410,310,504
11,1410,293,505
11,1410,294,505
11,1410,295,505
11,1410,296,505
11,1410,297,505
11,1410,298,505
11,1410,299,505
11,1410,300,505
11,1410,301,505
11,1410,284,506
11,1410,285,506
11,1410,286,506
11,1410,287,506
11,1410,288,506
11,1410,289,506
11,1410,290,506
11,1410,291,506
11,1410,292,506
11,1410,275,507
11,1410,276,507
11,1410,277,507
11,1410,278,507
11,1410,279,507
11,1410,280,507
11,1410,281,507
11,1410,282,507
11,1410,283,507
11,1410,267,508
11,1410,268,508
11,1410,269,508
11,1410,270,508
11,1410,271,508
11,1410,272,508
11,1410,273,508
11,1410,274,508
11,1410,275,508
11,1410,264,509
11,1410,265,509
11,1410,266,509
12,1410,294,509
12,1410,294,510
12,1410,294,511
12,1410,294,512
13,1410,296,512
12,1410,294,513
13,1410,296,513
12,1410,294,514
13,1410,296,514
14,1438,17,488
14,1438,17,489
15,1636,335,145
15,1636,335,146
16,1650,57,158
16,1650,58,158
16,1650,57,159
17,1926,231,1413
17,1926,231,1414
17,1926,231,1415
18,2225,324,962
18,2225,323,963
18,2225,324,963
18,2225,323,964
19,2239,48,992
19,2239,48,993
19,2239,47,994
19,2239,48,994
20,2375,214,1167
20,2375,214,1168
20,2375,214,1169
21,2700,284,605
21,2700,284,606
22,2714,7,620
22,2714,8,620
22,2714,7,621
23,4303,87,4
23,4303,87,5
24,4444,57,11
25,4658,316,72
25,4658,317,72
26,4679,39,70
27,4905,110,24
27,4905,110,25
28,5008,155,56
29,5008,201,61
30,5008,215,62
31,5008,146,63
31,5008,147,63
32,5009,312,4
32,5009,313,4
33,5009,142,24
33,5009,143,24
33,5009,144,24
33,5009,145,24
33,5009,146,24
33,5009,147,24
33,5009,148,24
33,5009,149,24
33,5009,150,24
33,5009,151,24
33,5009,152,24
33,5009,152,25
33,5009,153,25
33,5009,154,25
33,5009,155,25
33,5009,156,25
33,5009,157,25
33,5009,158,25
33,5009,159,25
33,5009,160,25
33,5009,161,25
33,5009,162,25
33,5009,163,25
33,5009,164,25
33,5009,165,25
33,5009,166,25
33,5009,167,25
33,5009,168,25
33,5009,169,25
33,5009,170,25
33,5009,171,25
33,5009,172,25
33,5009,153,26
33,5009,164,26
33,5009,165,26
33,5009,166,26
33,5009,167,26
33,5009,168,26
33,5009,169,26
33,5009,170,26
33,5009,171,26
33,5009,172,26
33,5009,173,26
33,5009,174,26
33,5009,175,26
33,5009,176,26
33,5009,177,26
33,5009,178,26
33,5009,179,26
33,5009,180,26
33,5009,181,26
33,5009,182,26
33,5009,183,26
33,5009,184,26
33,5009,185,26
33,5009,186,26
33,5009,187,26
33,5009,188,26
33,5009,189,26
33,5009,190,26
33,5009,191,26
33,5009,191,27
33,5009,192,27
33,5009,193,27
33,5009,194,27
33,5009,195,27
33,5009,196,27
33,5009,197,27
33,5009,198,27
33,5009,199,27
33,5009,200,27
33,5009,201,27
33,5009,202,27
34,5029,63,88
35,5311,120,84
35,5311,121,84
36,5493,64,43
37,5814,162,15
37,5814,163,15
38,5814,176,22
38,5814,177,22
39,5814,193,23
40,5814,177,25
40,5814,178,25
40,5814,176,26
40,5814,177,26
40,5814,175,27
40,5814,176,27
41,5814,167,28
41,5814,168,28
40,5814,172,28
40,5814,173,28
40,5814,174,28
40,5814,175,28
40,5814,171,29
40,5814,172,29
40,5814,173,29
40,5814,174,29
42,5814,192,29
43,6267,287,22
43,6267,288,22
44,6267,296,29
44,6267,297,29
44,6267,298,29
45,6267,287,30
45,6267,288,30
46,6267,298,33
47,6267,275,35
47,6267,276,35
48,6267,252,81
49,6267,251,83
49,6267,252,83
50,6287,184,33
50,6287,185,33
50,6287,186,33
50,6287,187,33
51,6287,220,33
51,6287,221,33
51,6287,222,33
52,6287,215,39
52,6287,216,39
52,6287,217,39
52,6287,218,39
53,6287,190,40
53,6287,191,40
53,6287,192,40
53,6287,192,41
53,6287,193,41
53,6287,194,41
54,6287,124,46
54,6287,125,46
54,6287,126,46
55,6287,255,62
56,6287,111,84
57,6288,262,11
58,6288,20,23
59,6288,251,46
60,6288,3,50
60,6288,4,50
60,6288,5,50
61,6288,14,51
61,6288,15,51
62,6288,2,63
62,6288,1,64
62,6288,2,64
63,6288,44,78
63,6288,45,78
63,6288,44,79
64,6720,71,12
65,6941,167,50
66,7410,305,64
66,7410,306,64
67,7431,33,61
67,7431,33,62
68,7431,49,63
69,8072,197,31
70,8632,276,51
71,8653,1,46
72,8914,296,44
72,8914,297,44
73,8935,23,48
74,9574,98,26
75,11984,157,0
76,11985,155,0
76,11985,156,0
77,12650,114,0
77,12650,115,0
78,12651,112,0
79,13000,113,0
80,13001,116,0
81,13734,372,0
81,13734,373,0
82,13735,371,0
82,13735,372,0
83,13776,24,0
84,13777,21,0
85,14648,173,0
86,14649,171,0
87,15594,114,0
87,15594,115,0
88,15595,117,0
89,16022,172,0
90,16023,180,0
91,17012,327,0
92,17013,330,0
93,17054,2,0
94,17055,3,0
94,17055,4,0

Event: 8
0,430,80,464
0,430,80,465
0,430,81,465
1,472,105,578
1,472,106,578
1,472,106,579
2,528,335,472
2,528,335,473
3,584,161,563
4,584,176,1000
4,584,176,1001
5,682,147,340
5,682,148,340
6,682,178,1267
6,682,179,1267
6,682,178,1268
7,850,304,382
7,850,304,383
8,864,33,373
8,864,34,373
8,864,34,374
9,1004,250,151
9,1004,250,152
10,1214,198,57
10,1214,198,58
11,1215,249,155
11,1215,249,156
12,1508,155,121
13,1759,126,1181
13,1759,126,1182
13,1759,127,1182
14,2067,205,1162
14,2067,205,1163
15,2069,281,570
16,2083,4,583
17,2501,290,1261
18,2515,14,1251
18,2515,14,1252
19,2865,236,683
19,2865,236,684
19,2865,237,684
20,4175,297,7
21,4192,257,39
22,4196,21,5
23,4528,133,46
24,4801,181,9
25,5120,286,38
25,5120,287,38
26,5137,232,13
27,5141,15,36
28,5620,76,23
29,6018,73,62
29,6018,73,63
30,6464,233,81
30,6464,234,81
31,6480,158,68
32,7131,311,79
33,7152,38,81
33,7152,39,81
34,7677,189,9
34,7677,190,9
35,7823,11,41
36,8328,241,27
37,8334,67,39
38,9189,239,27
38,9189,240,27
38,9189,241,27
38,9189,242,27
38,9189,243,27
38,9189,244,27
38,9189,245,27
38,9189,246,27
38,9189,247,27
38,9189,248,27
38,9189,249,27
38,9189,250,27
38,9189,251,27
38,9189,252,27
38,9189,253,27
38,9189,254,27
38,9189,255,27
38,9189,256,27
38,9189,257,27
38,9189,258,27
38,9189,259,27
38,9189,260,27
38,9189,261,27
38,9189,262,27
38,9189,263,27
38,9189,264,27
38,9189,265,27
38,9189,266,27
38,9189,267,27
38,9189,268,27
38,9189,269,27
38,9189,270,27
38,9189,271,27
38,9189,272,27
38,9189,273,27
38,9189,274,27
38,9189,275,27
38,9189,276,27
38,9189,277,27
38,9189,278,27
38,9189,279,27
38,9189,280,27
38,9189,281,27
38,9189,282,27
38,9189,283,27
38,9189,284,27
38,9189,285,27
38,9189,286,27
38,9189,287,27
38,9189,288,27
38,9189,289,27
38,9189,290,27
38,9189,291,27
38,9189,292,27
38,9189,293,27
38,9189,294,27
38,9189,295,27
38,9189,296,27
38,9189,297,27
38,9189,298,27
38,9189,299,27
38,9189,300,27
38,9189,301,27
38,9189,302,27
38,9189,303,27
38,9189,304,27
38,9189,305,27
38,9189,306,27
38,9189,307,27
38,9189,308,27
38,9189,309,27
38,9189,310,27
38,9189,311,27
38,9189,312,27
38,9189,313,27
38,9189,314,27
38,9189,315,27
38,9189,316,27
38,9189,317,27
38,9189,318,27
38,9189,319,27
38,9189,157,28
38,9189,158,28
38,9189,159,28
38,9189,160,28
38,9189,161,28
38,9189,162,28
38,9189,163,28
38,9189,164,28
38,9189,165,28
38,9189,166,28
38,9189,167,28
38,9189,168,28
38,9189,169,28
38,9189,170,28
38,9189,171,28
38,9189,172,28
38,9189,173,28
38,9189,174,28
38,9189,175,28
38,9189,176,28
38,9189,177,28
38,9189,178,28
38,9189,179,28
38,9189,180,28
38,9189,181,28
38,9189,182,28
38,9189,183,28
38,9189,184,28
38,9189,185,28
38,9189,186,28
38,9189,187,28
38,9189,188,28
38,9189,189,28
38,9189,190,28
38,9189,191,28
38,9189,192,28
38,9189,193,28
38,9189,194,28
38,9189,195,28
38,9189,196,28
38,9189,197,28
38,9189,198,28
38,9189,199,28
38,9189,200,28
38,9189,201,28
38,9189,202,28
38,9189,203,28
38,9189,204,28
38,9189,205,28
38,9189,206,28
38,9189,207,28
38,9189,208,28
38,9189,209,28
38,9189,210,28
38,9189,211,28
38,9189,212,28
38,9189,213,28
38,9189,214,28
38,9189,215,28
38,9189,216,28
38,9189,217,28
38,9189,218,28
38,9189,219,28
38,9189,220,28
38,9189,221,28
38,9189,222,28
38,9189,223,28
38,9189,224,28
38,9189,225,28
38,9189,226,28
38,9189,227,28
38,9189,228,28
38,9189,229,28
38,9189,230,28
38,9189,231,28
38,9189,232,28
38,9189,233,28
38,9189,234,28
38,9189,235,28
38,9189,236,28
38,9189,237,28
38,9189,238,28
38,9189,239,28
38,9189,75,29
38,9189,76,29
38,9189,77,29
38,9189,78,29
38,9189,79,29
38,9189,80,29
38,9189,81,29
38,9189,82,29
38,9189,83,29
38,9189,84,29
38,9189,85,29
38,9189,86,29
38,9189,87,29
38,9189,88,29
38,9189,89,29
38,9189,90,29
38,9189,91,29
38,9189,92,29
38,9189,93,29
38,9189,94,29
38,9189,95,29
38,9189,96,29
38,9189,97,29
38,9189,98,29
38,9189,99,29
38,9189,100,29
38,9189,101,29
38,9189,102,29
38,9189,103,29
38,9189,104,29
38,9189,105,29
38,9189,106,29
38,9189,107,29
38,9189,108,29
38,9189,109,29
38,9189,110,29
38,9189,111,29
38,9189,112,29
38,9189,113,29
38,9189,114,29
38,9189,115,29
38,9189,116,29
38,9189,117,29
38,9189,118,29
38,9189,119,29
38,9189,120,29
38,9189,121,29
38,9189,122,29
38,9189,123,29
38,9189,124,29
38,9189,125,29
38,9189,126,29
38,9189,127,29
38,9189,128,29
38,9189,129,29
38,9189,130,29
38,9189,131,29
38,9189,132,29
38,9189,133,29
38,9189,134,29
38,9189,135,29
38,9189,136,29
38,9189,137,29
38,9189,138,29
38,9189,139,29
38,9189,140,29
38,9189,141,29
38,9189,142,29
38,9189,143,29
38,9189,144,29
38,9189,145,29
38,9189,146,29
38,9189,147,29
38,9189,148,29
38,9189,149,29
38,9189,150,29
38,9189,151,29
38,9189,152,29
38,9189,153,29
38,9189,154,29
38,9189,155,29
38,9189,156,29
38,9189,157,29
38,9189,0,30
38,9189,1,30
38,9189,2,30
38,9189,3,30
38,9189,4,30
38,9189,5,30
38,9189,6,30
38,9189,7,30
38,9189,8,30
38,9189,9,30
38,9189,10,30
38,9189,11,30
38,9189,12,30
38,9189,13,30
38,9189,14,30
38,9189,15,30
38,9189,16,30
38,9189,17,30
38,9189,18,30
38,9189,19,30
38,9189,20,30
38,9189,21,30
38,9189,22,30
38,9189,23,30
38,9189,24,30
38,9189,25,30
38,9189,26,30
38,9189,27,30
38,9189,28,30
38,9189,29,30
38,9189,30,30
38,9189,31,30
38,9189,32,30
38,9189,33,30
38,9189,34,30
38,9189,35,30
38,9189,36,30
38,9189,37,30
38,9189,38,30
38,9189,39,30
38,9189,40,30
38,9189,41,30
38,9189,42,30
38,9189,43,30
38,9189,44,30
38,9189,45,30
38,9189,46,30
38,9189,47,30
38,9189,48,30
38,9189,49,30
38,9189,50,30
38,9189,51,30
38,9189,52,30
38,9189,53,30
38,9189,54,30
38,9189,55,30
38,9189,56,30
38,9189,57,30
38,9189,58,30
38,9189,59,30
38,9189,60,30
38,9189,61,30
38,9189,62,30
38,9189,63,30
38,9189,64,30
38,9189,65,30
38,9189,66,30
38,9189,67,30
38,9189,68,30
38,9189,69,30
38,9189,70,30
38,9189,71,30
38,9189,72,30
38,9189,73,30
38,9189,74,30
38,9189,75,30
39,9189,141,34
39,9189,142,34
39,9189,143,34
39,9189,144,34
39,9189,145,34
39,9189,146,34
39,9189,147,34
39,9189,148,34
39,9189,149,34
39,9189,150,34
39,9189,151,34
39,9189,153,34
39,9189,151,35
39,9189,152,35
39,9189,153,35
39,9189,154,35
39,9189,155,35
39,9189,156,35
39,9189,157,35
39,9189,158,35
40,9189,105,43
41,9881,284,39
42,12248,322,0
43,12249,320,0
44,12262,53,0
45,12262,55,0
45,12262,56,0
46,12263,47,0
47,13300,362,0
47,13300,363,0
48,13301,376,0
48,13301,377,0
49,13342,15,0
49,13342,16,0
50,13343,26,0
51,14094,353,0
52,14095,353,0
53,14136,9,0
54,14137,6,0
55,15062,318,0
56,15063,326,0
57,15078,94,0
58,15079,93,0
58,15079,94,0
59,15105,3,0
60,16448,222,0
61,16449,226,0
62,17536,155,0
63,17537,150,0

Event: 9
0,458,260,1409
0,458,260,1410
1,486,335,945
1,486,334,946
1,486,335,946
1,486,334,947
2,500,79,930
2,500,79,931
2,500,79,932
3,528,220,1379
3,528,220,1380
4,542,315,970
4,542,315,971
5,556,58,949
5,556,59,949
5,556,59,950
5,556,59,951
6,850,92,1276
6,850,93,1276
7,906,248,305
7,906,248,306
7,906,248,307
8,990,276,1215
8,990,276,1216
9,1004,3,1207
9,1004,4,1207
10,1032,208,350
10,1032,208,351
10,1032,208,352
11,1494,77,1108
11,1494,77,1109
12,1605,272,851
12,1605,273,851
13,1605,277,851
12,1605,272,852
13,1605,277,852
12,1605,271,853
12,1605,270,854
12,1605,270,855
14,1605,193,923
14,1605,193,924
14,1605,194,925
15,1605,306,928
16,1619,19,815
16,1619,19,816
17,1619,44,897
17,1619,44,898
18,1718,280,1006
19,1746,1,997
19,1746,1,998
20,1801,264,1011
20,1801,264,1012
20,1801,264,1013
21,1885,304,48
21,1885,304,49
21,1885,304,50
22,1899,27,19
22,1899,27,20
22,1899,27,21
23,2474,312,910
24,2488,36,904
25,2654,60,1352
25,2654,60,1353
26,2838,202,748
26,2838,202,749
27,4489,137,9
27,4489,138,9
28,4632,319,30
28,4632,319,31
29,4653,43,35
29,4653,43,36
30,4780,166,89
31,4863,266,40
32,5578,246,84
33,5765,207,49
34,5977,230,69
34,5977,231,69
35,6101,134,60
35,6101,134,61
36,6205,256,48
37,7111,60,63
38,7339,289,33
39,7360,18,37
40,7636,223,43
40,7636,224,43
41,7968,180,25
41,7968,181,25
42,9127,238,38
42,9127,239,38
43,9459,245,4
44,9841,202,12
45,13218,196,0
46,13219,207,0
47,13584,263,0
48,13585,263,0
49,14056,263,0
50,14057,263,0
51,14298,341,0
52,14299,337,0
53,14504,340,0
54,14505,346,0
54,14505,347,0
55,14546,21,0
56,14547,23,0
57,16366,236,0
58,16367,235,0
59,16856,138,0
60,16857,147,0
61,17458,297,0
62,17459,305,0
