sp_x, sp_y, sp_z

Event: 0
20.9218,-25.1014,49.025
28.6141,18.1651,87.9322
26.9198,19.4948,101.44
-31.5479,-9.10008,23.0875
67.2343,7.90073,112.243
68.6106,8.00605,113.629
-64.8521,-19.4876,0.390392
-66.4264,-20.001,-0.674484
42.8221,-52.458,53.925
43.8486,-53.7798,54.138
57.3088,37.1677,132.02
113.841,11.7806,159.214
-108.265,-34.2087,-29.3959
-109.779,-34.7403,-30.4207
70.4895,-89,60.258
71.4441,-90.2886,60.475
95.2938,63.3734,190.941
169.414,14.7801,215.135
-161.361,-54.0355,-66.1188
103.726,-135.89,68.2624
139.665,96.0811,261.16
140.998,97.0835,263.274
262.365,15.6473,308.7
-245.694,-89.8894,-124.7
152.092,-210.724,80.3
210.621,152.292,376.5
210.241,153.024,376.5
205.04,163.056,429
214.383,145.034,448.4
206.202,160.814,476.6
213.762,146.232,499.9
207.272,158.75,519.1
211.99,149.65,547.5
207.065,159.15,570.7
211.136,151.298,628.543
361.648,10.9012,408.8
-336.737,-135.114,-191.2
202.601,-299.996,94.7
283.895,220.233,503.5
499.137,-5.71015,547.9
-457.727,-204.744,-281.731
263.127,-427.867,113.9
380.618,321.743,682.8
658.858,-40.1169,712.1
482.924,451.853,893.295
480.494,455.489,893.8
481.744,453.618,895
483.036,451.685,896.2
-586.107,-299.245,-383
317.571,-576.449,135.5

Event: 22
15.505,-27.9425,44.7981
30.9241,-8.07235,-12.4582
-12.4115,29.6839,-36.8248
-30.3857,-11.1648,-111.425
-27.9449,-15.5008,-110.5
-27.9425,-15.505,-108.048
-26.9724,62.5021,-52.825
-59.4853,-32.3316,-203.499
-60.8548,-33.0341,-207.602
32.0266,-59.657,119.926
32.7656,-61.0852,123.28
66.4998,-18.2303,-0.853706
-46.3449,103.701,-73.2292
-47.1018,105.217,-73.9968
-101.003,-53.2167,-327.803
52.4955,-101.5,217.849
110.302,-31.9665,13.575
-72.0767,154.312,-98.6889
-152.135,-76.9966,-478.946
75.3324,-152.257,334.532
162.213,-50.0644,30.7877
-643.073,-206.603,-1847.5
-532.228,-191.405,-1547.5
-444.963,-174.071,-1307.5
-115.974,232.348,-139.1
-234.101,-110.708,-716.3
108.288,-234.906,520.9
245.831,-83.2282,58.7
-171.752,319.558,-186.4
-328.433,-142.938,-984.3
141.526,-335.526,743.3
139.784,-329.405,729.5
336.536,-125.066,89.9
-255.19,430.978,-249.2
175.03,-467.998,1029.3
461.132,-194.132,135.5
-362.997,550.905,-322.5
593.864,-284.567,186.4
196.153,-594.428,1297.5

Event: 23
21.534,23.7215,-67.575
16.4993,27.6726,-45.7452
14.4285,29.1465,-59.525
16.9324,28.4462,-45.1936
-30.8582,8.30805,-146.007
-65.1668,18.3338,-233.075
-66.4617,18.7288,-236.382
46.1379,49.8459,-68.925
33.9954,58.6653,-22.8211
29.8422,61.9483,-51.825
48.6863,104.74,-41.875
-108.593,33.1059,-344.712
-110.094,33.6608,-348.599
79.1268,83.1144,-70.625
47.9637,103.047,-42.275
56.0957,99.9554,7.3547
80.6258,149.294,42.7085
69.015,155.075,-30.232
-161.37,54.1789,-483.726
-556.335,264.77,-2542.5
-505.197,313.121,-1547.5
-439.27,240.362,-1307.5
-240.929,93.0197,-700.2
186.652,180.045,-76.7
99.0706,245.238,-11.4
100.534,244.19,-10.2
100.29,244.365,-10.2
117.489,232.055,100.7
98.3849,238.243,-11.4
152.915,326.589,165.4
126.657,335.695,10.2
-329.633,148.454,-955.5
269.88,244.531,-80.3
264.752,240.735,-80.3
156.778,479.056,41.4
191.813,459.344,253.6
155.728,472.598,40.2
382.29,319.162,-86.3
529.962,398.685,-92.3
524.464,396.144,-92.3
223.062,620.51,359.7
175.498,637.135,75.5

Event: 24
31.9705,1.79496,-77.0854
-0.553944,32.1202,-40.575
-5.91511,31.4737,2.80543
-9.54582,31.297,-31.8865
-6.23868,33.1586,5.29886
67.6413,4.52518,-113.807
-19.4593,66.7313,-18.0144
-1.89424,67.9586,-36.375
-19.0124,65.0077,-18.675
-13.2151,66.9054,56.0579
114.438,9.35276,-162.188
-4.6741,113.623,-31.0494
-30.3672,109.719,-1.30942
-23.705,112.239,124.867
169.026,16.691,-218.798
-9.77278,169.577,-24.475
-37.5599,165.576,206.23
-42.6926,165.447,20.1023
256.856,32.6482,-310.5
-22.6181,263.418,-13.8
-21.5484,256.934,-13.8
-58.6725,256.672,55.1
-57.777,251.013,53.4
-63.3263,250.094,335.7
358.385,57.4699,-417.8
-41.1316,357.768,-1.8
-69.7114,351.749,91.1
-100.077,349.486,490.9
-97.7491,343.791,481.4
493.297,100.754,-563.5
-78.8604,496.897,15
-75.7867,496.807,146.9
-77.0182,491.078,13.8
-158.514,477.684,697.2
-155.675,472.174,688.2
487.381,98.8804,-556.78
-68.3098,657.612,206.2
-67.4862,657.565,208.9
-133.787,645.207,34.2
-239.318,618.667,937.5
-235.824,613.28,927.9
639.229,169.643,-731.3
639.893,162.775,-727.1

Event: 25
29.5505,-12.9839,-93.2861
12.8876,29.5774,-57.3642
11.9727,29.8333,-43.7175
-11.1252,30.408,4.03833
-22.9236,64.7812,37.7424
62.8188,-26.7294,-168.603
28.1569,62.4196,-92.6362
24.6899,63.3892,-63.4897
39.9496,106.901,-88.7373
-36.7957,108.702,80.4735
106.072,-43.2987,-265.39
48.2908,102.923,-136.662
75.1788,153.012,-192.025
56.6972,160.031,-119.356
-51.6712,161.63,131.643
158.147,-61.2743,-380.232
159.803,-61.8199,-383.88
586.684,-141.068,-1292.5
-72.1313,248.635,214
243.951,-86.9838,-567.1
120.416,229.959,-278.1
79.942,247.476,-168.4
174.969,311.54,-372.9
100.868,349.337,-226
99.8622,343.212,-222.4
-90.0549,350.233,310.5
344.229,-110.525,-782.1
178.291,316.225,-378.9
261.782,423.609,-510.7
119.288,489.396,-303.3
118.673,483.054,-299.7
-104.282,489.676,440.6
480.318,-132.136,-1070
372.961,542.581,-668.4
125.926,650.565,-390.2
-106.113,652.17,591.7

Event: 26
32.9121,-6.01419,7.075
31.5705,-5.76103,7.075
-7.55324,31.2762,17.025
-9.10828,31.5433,-38.1296
-7.79295,32.2837,17.375
-31.5725,-9.05651,65.2646
-18.6939,67.1621,-88.3969
-64.8988,-19.3451,127.473
-66.4987,-19.8724,130.476
66.9024,-12.9672,7.525
-18.2046,65.2721,-85.7414
-15.284,66.2282,28.625
-29.2048,110.158,-148.631
-24.1541,112.069,43.7173
-108.354,-33.9749,208.971
-109.894,-34.5206,211.879
111.374,-23.1995,8.125
-40.8332,164.487,-224.252
-32.9707,167.104,61.775
-41.1442,166.105,-226.479
-161.575,-53.5836,309.909
165.643,-37.4449,8.775
-126.787,499.835,-2952.5
-119.29,494.613,-2552.5
-117.641,495.122,-2202.5
-121.359,496.486,-1852.5
-102.343,484.761,-1557.5
-112.359,489.319,-1307.5
-114.933,491.771,-1302.5
-43.0729,256.782,91.1
-56.4976,256.687,-351.3
-245.89,-88.7055,473
254.896,-65.1207,10.2
249.612,-63.3358,10.2
-48.3265,358.04,123.5
-67.1684,351.939,-482
-337.113,-133.124,655.2
349.513,-100.537,11.4
343.87,-98.1869,11.4
-82.3839,497,-984.3
-45.3497,495.919,168.4
-75.3369,496.794,-832
-72.788,496.72,-679.2
-72.6381,496.715,-676.8
-87.5793,490.535,-1104.8
-110.224,489.37,-1070.8
-84.5832,490.689,-971.1
-110.574,489.352,-917.8
-114.169,489.167,-757.7
-457.77,-204.576,907.4
474.439,-158,12.6
-26.6545,660.445,221.2
-64.8655,657.413,-897.4
615.171,-238.875,15

Event: 27
26.0925,18.7916,15.775
28.5312,14.4593,26.2032
-22.2278,-23.177,-96.5052
27.0014,19.4307,16.025
-0.405023,32.1381,-50.4726
60.7607,30.0659,45.7891
-45.007,-50.7335,-213.962
-46.3999,-49.6403,-213.997
-44.6895,-50.9826,-207.716
-43.636,-51.8094,-206.675
-45.0179,-53.0795,-215.385
55.6159,39.141,23.6587
-0.107181,68.174,-116.747
1.43167,114.36,-201.737
-76.9103,-84.6471,-366.148
103.568,49.495,71.5799
94.3331,64.4596,33.8055
4.95084,169.897,-303.983
154.343,70.5702,101.728
141.814,93.4457,46.325
-359.125,-560.073,-2192.5
-318.48,-464.078,-1847.5
-279.39,-384.893,-1557.5
-242.504,-318.543,-1307.5
14.7574,257.77,-465.8
243.536,102.912,154.7
-165.126,-198.216,-837
224.7,138.96,68.3
237.369,100.887,151.1
219.078,135.979,65.9
32.4116,359.855,-654
337.586,130.618,208
310.005,179.637,89.9
65.9774,494.769,-906.4
473.87,160.625,285.3
442.998,231.582,122.3
638.153,180.766,376.5
632.093,180.305,372.9
599.441,276.358,158.3

Event: 28
-28.1027,-18.5664,-76.7181
-16.696,-27.5183,9.09536
-17.2077,-28.3692,9.49128
22.1899,23.2067,-12.7808
18.8593,25.8205,-7.925
20.1104,27.5574,-8.21519
-26.7407,-17.64,-73.1487
-56.4949,-38.1164,-151.768
-34.4576,-58.4311,23.2932
46.5179,49.5477,-22.8925
39.766,55.741,-12.775
-93.77,-65.0963,-251.905
-56.7968,-99.6888,42.1036
77.1939,84.451,-36.0035
65.0798,93.8614,-18.8433
112.294,126.954,-51.5681
113.315,128.229,-52.025
94.546,141.182,-26.275
-138.749,-99.4293,-376.075
-81.5455,-148.901,64.1299
-495.111,-489.373,-1542.5
-429.371,-396.147,-1292.5
-208.101,-157.152,-574.3
-118.342,-231.443,99.5
140.131,222.859,-39
138.137,224.825,-21
165.695,197.654,-76.7
137.492,217.736,-37.8
120.294,230.047,-31.8
134.687,219.744,-23.4
135.907,218.871,-21
121.514,229.173,-21
122.795,228.257,-19.8
131.272,222.189,-1.8
130.286,222.895,0.867695
125.6,226.249,1.8
127.856,224.634,5.4
130.784,222.538,6.6
-280.822,-225.561,-793.1
-154.03,-325.828,139.1
222.621,283.439,-105.5
183.405,311.82,-52.2
291.029,404.919,-143.9
236.225,444.007,-71.9
234.186,438.354,-70.7
-375.887,-329.044,-1102.4
-195.129,-464.677,196
-193.578,-458.351,193.6
358.72,555.46,-190
282.299,599.152,-94.3
-226.175,-618.855,257.2

Event: 29
25.8928,19.1465,-79.5683
28.1142,15.2,-31.2064
7.35468,-31.3001,147.87
7.57759,-32.405,154.561
26.6571,19.7009,-80.5356
-9.01294,31.597,-44.825
-19.7831,66.549,-43.725
59.8778,31.6345,-14.9202
14.5457,-66.4699,364.72
55.0299,39.8241,-117.017
61.3984,32.4005,-14.152
-19.25,64.9299,-43.7811
-33.741,108.442,-42.475
-34.2631,110.029,-42.425
101.812,52.0426,6.25593
93.316,65.6096,-165.35
-53.0162,161.059,-40.875
-53.6238,162.65,-40.825
153.364,75.2138,32.0509
140.455,95.1122,-223.715
141.986,96.053,-225.601
21.6064,-107.392,615.6
21.8368,-108.726,623.8
24.3589,-125.045,723.8
27.1077,-144.666,843.8
30.085,-167.597,983.8
-88.4835,245.926,-37.8
235.095,107.719,71.9
217.421,139.175,-316.5
-132.829,337.168,-35.4
-133.907,331.215,-34.2
-139.235,329.574,-32.6
335.61,141.084,121.1
329.581,139.211,117.5
307.847,184.587,-422.6
-200.847,455.798,-30.6
471.248,175.698,185.2
465.56,174.416,181.6
440.397,239.094,-573.1
-295.401,590.416,-25.8
628.765,201.192,258.4
596.403,286.878,-743.3
39.4137,-259.982,1547.5
39.2862,-258.745,1542.5
35.2853,-259.088,1847.5
42.1929,-309.111,1847.5
28.1207,-254.811,2197.5
43.6553,-366.763,2197.5
28.0459,-254.817,2547.5
43.0095,-425.745,2557.5
27.567,-258.463,2947.5
39.7632,-491.766,2957.5

Event: 30
69.1688,-151.705,-1523.8
81.726,-116.004,-1522.6
69.7843,-151.12,-1522.6
82.243,-116.254,-1523.8
65.9094,-152.083,-1323.8
114.809,-50.8061,-1322.6
68.1663,-149.788,-1123.8
110.903,-125.937,-1123.8
67.1599,-79.7604,-976.8
66.9519,-83.221,-983.8
105.625,-34.3739,-842.6
156.343,-47.4598,-722.6
8.96937,-31.6215,-106.843
0.190662,32.2099,-39.325
-20.1716,26.0574,-55.825
-21.911,23.841,-30.128
-42.0251,53.1416,-63.7912
-43.2148,54.5875,-64.225
-45.967,51.0806,-9.73831
19.2025,-64.9455,-168.953
19.696,-66.598,-172.049
-0.405023,68.1381,-29.425
-2.29136,113.911,-16.7622
-72.4729,89.1292,-74.425
-75.3335,85.9057,15.8221
34.3022,-108.23,-253.378
33.9281,-108.372,-250.241
35.139,-109.57,-256.293
34.4746,-109.918,-253.168
-6.367,170.127,-1.19228
-109.407,129.984,-86.925
-109.927,129.444,46.9838
53.7524,-160.746,-349.177
54.3433,-162.273,-352.076
88.6688,-144.704,-392.754
91.0611,-145.028,-398.011
-17.3529,262.623,24.6
-164.077,204.51,99.5
-170.87,193.418,-106.7
90.3333,-245.62,-511.9
-34.3864,357.512,51
-216.335,286.144,153.5
-244.719,261.814,-129.5
136.441,-336.487,-691.2
133.62,-331.303,-681
-70.389,496.65,91.1
-284.1,411.459,233.8
207.381,-453.827,-932.7
-125.555,645.747,134.3
-349.202,564.049,327.3
-347.083,558.304,323.7
-493.395,440.056,-199.6

Event: 31
16.1586,-27.5746,9.93263
26.1754,20.079,-17.5189
6.82038,31.2742,8.775
2.077,32.4374,-25.8906
7.17339,33.0519,9.025
35.384,-58.8389,16.6533
54.2485,40.7349,-40.4219
13.7932,66.8392,14.025
5.06532,68.7977,-59.4205
21.6113,111.568,20.6845
9.90576,113.358,-100.551
21.8607,113.348,20.9644
59.783,-96.4789,24.8891
60.6019,-97.745,25.175
92.0475,67.0438,-70.6395
29.4491,167.122,28.675
17.5558,168.949,-151.902
92.5633,-143.7,35.4826
139.945,98.1814,-108.154
146.099,-213.831,52.2
215.528,142.827,-164.971
214.936,143.969,-165.4
38.1708,257.592,41.4
34.0243,258.907,-235.6
58.6775,359.395,-329.7
41.9008,357.309,56.3
57.0401,353.246,-323.7
210.943,-289.254,70.7
305.869,189.125,-232
100.647,489.663,-455
36.7771,496.389,76.7
438.139,245.615,-327.3
311.512,-390.092,97.1
165.669,641.61,-606
162.979,636.381,-600.6
15.3079,660.604,100.7
593.988,295.236,-434.6
588.098,293.664,-431
438.568,-495.485,127.1

Event: 32
27.8199,15.7229,-4.8338
12.2171,-29.7934,18.025
17.0649,-27.0645,21.4324
18.1034,-28.6927,22.2976
-6.78318,31.3691,23.4099
-7.08776,32.6807,24.0905
26.5008,-62.7676,30.175
37.0918,-57.3739,37.6305
59.5075,34.6046,-18.6461
-15.0875,66.2925,41.6439
-26.9262,111.02,65.1304
97.3583,58.5067,-35.3923
45.6672,-104.056,45.525
46.4431,-105.67,46.125
63.491,-95.1898,58.1375
98.7719,59.4409,-36.025
-43.1229,165.264,93.9128
71.1042,-154.926,64.6509
96.6457,-140.089,82.6399
144.407,90.2639,-56.5947
-71.9834,248.66,139.1
114.551,-232.822,94.7
153.157,-210.172,122.3
215.488,142.903,-89.9
-109.983,341.482,190
170.318,-319.999,129.5
220.039,-284.008,166
296.551,210.508,-128.3
291.915,206.331,-126.5
-172.83,468.473,262
254.12,-431.398,178
323.773,-382.831,228.4
396.234,306.841,-180.4
503.734,431.72,-241.6
499.791,426.619,-239.2
-258.494,607.482,345.3
362.589,-551.094,233.2
448.522,-481.622,298.5

Event: 33
30.3952,11.1479,-55.675
29.3293,-13.7747,-83.5462
-17.1608,27.0105,-55.7593
-18.1525,28.6301,-55.325
-31.7635,-8.71705,-55.175
-36.143,58.1878,-47.225
-65.5677,-17.3018,-46.7696
63.9737,24.3581,-47.4982
61.9457,-29.8516,-106.374
-58.6453,97.2628,-36.7054
-59.4783,98.7388,-36.325
-110.742,-27.6615,-35.5332
105.974,42.0042,-36.875
101.981,-50.7678,-134.7
-85.3798,147.171,-23.5676
-166.053,-38.5846,-21.825
157.247,65.5295,-23.675
150.98,-78.3346,-170.056
575.35,355.186,-1292.5
-124.798,229.412,-1.8
-256.717,-52.2977,0.600002
235.711,105.869,-3
226.38,-125.417,-226
-162.864,322.296,21
-358.544,-61.6669,25.2
-352.379,-61.2598,23.4
323.885,157.703,21
310.645,-184.769,-291.3
-493.701,-64.3816,57.5
440.863,237.748,53.4
417.832,-272.732,-378.9
-242.29,611.626,92.3
-659.841,-52.9569,98.3
566.721,334.414,85.1
533.439,-386.79,-481.4

Event: 34
33.1078,-7.63673,-17.0149
27.8935,15.5922,-133.837
-17.5613,-26.8392,-24.3177
-15.4397,-28.8637,-118.539
-18.3288,-28.0557,-23.1313
31.1665,-7.2056,-18.9725
-32.5682,-59.3886,-191.07
-36.6268,-57.3318,5.12394
-33.4684,-60.9342,-194.794
59.7504,34.3215,-230.658
66.7738,-14.6484,16.8151
-59.9022,-96.5843,42.5001
-56.6098,-99.7599,-288.245
-60.7936,-98.1692,44.0086
97.7555,57.9303,-347.732
99.2688,58.8791,-352.416
111.416,-22.8521,61.5113
-86.5782,-146.752,-403.413
-87.392,-146.405,89.2249
145.281,89.1911,-496.035
167.814,-31.4107,117.64
521.858,441.14,-1847.5
446.796,351.913,-1542.5
383.473,285.472,-1302.5
-369.454,-472.543,-1297.5
-139.953,-223.035,-595.9
-126.759,-225.419,161.9
-136.517,-218.435,-583.9
256.731,-40.8874,205.6
216.662,140.64,-725.3
-199.26,-298.164,-793.7
-166.172,-317.543,244
298.259,206.589,-999.3
356.278,-45.74,303.3
-294.255,-401.889,-1084.4
-212.667,-452.857,360.9
497.847,-42.4968,441.8
662.387,-23.6916,603.6
-251.825,-611.132,494.5

Event: 35
-5.52027,-31.6378,75.8812
-5.72164,-32.8769,77.1685
-9.07757,31.5606,57.5932
-28.9041,15.2952,62.141
-31.7577,-8.72746,45.875
-59.5694,32.2114,82.7854
-61.0595,33.0203,83.7853
-65.1166,-18.6798,49.075
-66.8678,-19.2167,49.225
-10.9017,-67.0604,112.694
-18.0145,65.3344,73.275
-28.7371,110.335,94.0388
-100.026,55.9088,110.41
-108.778,-32.8525,53.3681
-110.475,-33.4116,53.525
-16.8058,-113.352,160.588
-39.8844,164.802,118.74
-40.1873,166.512,119.507
-146.592,85.1721,142.933
-148.028,86.0995,143.945
-162.345,-51.9568,58.675
-22.2782,-168.945,217.968
-54.2476,256.703,160.7
-224.193,138.778,198.4
-219.395,135.175,194.8
-246.319,-86.1158,67.1
-27.2326,-261.061,312.9
-69.0382,351.799,199.6
-65.6726,352.05,200.8
-64.1767,352.161,202.8
-299.486,197.726,256
-337.78,-129.587,76.7
-27.1962,-361.255,416.6
-67.9901,496.58,267.4
-406.089,294.117,341.7
-459.371,-198.38,89.9
-17.2608,-500.148,561.1
-57.378,656.982,339.3
-515.077,412.958,438.2
-594.738,-292.642,105.5
8.78223,-658.305,726.5

Event: 36
-2.62304,-32.5032,-91.925
26.5922,-17.876,-54.8631
27.921,-18.8103,-52.9263
-30.0084,11.3467,-111.854
-29.2915,-13.1086,-27.1718
-63.3353,24.8825,-132.816
-62.3549,-27.2338,47.7
-6.0658,-67.4304,-90.675
-6.24679,-68.9402,-90.625
56.3148,-38.6337,-11.6961
-106.048,43.3958,-160.002
-104.854,-44.1432,143.002
-11.7461,-113.356,-89.025
93.3726,-66.0091,43.7034
-156.459,67.0841,-192.497
-158.562,-63.2487,261.756
-20.2299,-168.946,-87.075
137.035,-100.544,110.672
-237.511,109.865,-246.4
-245.718,-89.7414,451.4
-38.0278,-257.638,-83.9
204.5,-158.752,217.6
-321.432,160.473,-303.3
-340.953,-112.784,655.2
-64.1223,-357.255,-80.3
-62.5453,-351.768,-80.3
277.004,-228.587,339.3
-436.114,241.369,-385.4
-483.967,-136.014,956.7
-478.265,-135.354,944.7
-108.252,-486.875,-76.7
371.435,-333.917,510.7
-560.803,347.845,-480.2
-175.635,-637.073,-70.7
469.52,-466.632,710.9
-647.482,-147.272,1297.5
-645.055,-147.25,1292.5

Event: 37
31.5276,5.46835,229.675
31.6473,4.47554,-33.1066
33.4067,5.79794,244.293
33.9515,4.83011,-34.386
8.53366,-31.8668,-11.175
-13.6315,28.9972,10.5911
68.2818,9.01052,-53.7992
-28.2448,61.7859,39.4877
16.8741,-65.7077,-6.97069
113.443,13.4046,-79.1745
-45.8134,103.979,76.1217
-46.4842,105.642,77.5732
26.9183,-111.023,-1.325
168.926,17.181,-110.132
-65.7155,156.317,121.101
-66.3146,157.949,122.489
37.4175,-165.624,5.325
80.6929,15.384,615.6
93.3793,18.2657,715.6
95.2086,18.3935,835.6
109.456,22.0671,842.6
127.162,26.4585,982.6
144.834,31.0469,1122.6
256.95,19.2985,-159.5
-94.7728,244.885,196
50.7977,-256.727,16.2
362.342,15.499,-217.6
-119.859,339.617,274.5
59.7183,-358.47,28.2
59.4399,-352.515,28.2
61.185,-352.384,31.8
500.078,0.519106,-294.9
-145.726,479.381,389.6
61.8427,-496.4,45
660.654,-31.7576,-385.4
-160.579,643.447,522.7
-160.308,637.402,517.9
49.8904,-656.55,64.7
235.191,57.8699,1847.5
278.368,72.6008,2197.5
321.146,88.6216,2547.5
369.656,108.451,2947.5

Event: 38
-13.0802,-29.5236,9.47127
15.1129,-28.1633,41.6994
21.3048,-24.6134,43.1988
-7.20576,31.3181,52.532
-7.49414,32.4519,53.6636
-28.4344,-62.342,-4.61859
31.4127,-60.0026,63.5081
32.1843,-61.5838,64.5867
45.5935,-51.5564,66.6711
-16.0663,65.9721,86.4435
-28.5968,110.388,130.029
-48.4778,-102.852,-22.225
51.6009,-102.117,91.9065
76.7017,-84.3638,95.8538
-45.6077,164.208,183.19
-75.2262,-152.996,-44.3096
74.1485,-153.004,125.761
116.753,-124.133,132.157
-76.5708,247.9,266.8
-120.416,-229.959,-79.1
106.58,-235.474,179.2
182.942,-184.515,190
-117.058,340.146,362.1
-178.291,-316.225,-118.7
-174.969,-311.54,-116.3
139.757,-335.86,244
137.921,-329.979,240.4
262.164,-248.95,254.8
-183.241,466.227,496.3
-262.017,-423.422,-172
172.83,-468.473,326.1
377.191,-329.109,345.3
-272.663,603.858,650.4
-373.294,-542.28,-234.4
197.951,-632.588,427.4
197.328,-626.691,423.8
518.721,-409.608,449

Event: 39
30.199,11.4965,39.525
3.97913,-31.7072,20.1925
26.6231,-17.8367,45.8975
27.9524,-18.6981,46.2389
-30.7221,8.79463,60.4485
-64.8807,19.3567,84.4678
-66.7045,15.5546,81.4745
-66.5666,17.3576,82.7922
-66.8011,14.2918,84.4685
-66.3764,19.8438,85.4889
-66.9308,12.5967,85.575
-66.6295,16.5352,86.0964
-66.9724,12.0522,88.575
-66.4405,19.0053,90.175
-66.9384,12.497,90.575
-66.5782,17.205,90.775
64.3773,23.6411,40.125
9.31859,-68.1809,-1.48965
56.9928,-37.2957,53.675
-108.377,33.9796,115.323
-109.984,34.5649,116.462
108.062,38.0179,40.825
16.9277,-112.577,-27.9266
95.9792,-61.0527,63.475
-161.521,53.4441,153.2
161.489,53.7644,41.725
27.9507,-167.12,-60.5388
28.3091,-168.656,-61.4466
144.81,-88.92,75.525
-243.649,87.5874,212.8
248.12,75.239,42.6
50.4977,-256.729,-115.1
223.586,-129.32,94.7
349.92,94.2433,45
-333.31,131.165,279.3
80.1823,-350.968,-172.6
314.837,-170.137,115.7
486.37,109.874,46.2
-456.013,202.43,375.3
132.12,-481.187,-254.8
452.094,-219.606,146.3
649.026,113.704,48.6
-591.314,299.095,486.8
-586.699,295.474,482.6
205.063,-625.213,-350.1
609.799,-260.308,180.4
603.627,-259.057,179.2
606.233,-254.5,180.4

Event: 40
33.196,-8.36841,68.3115
-19.8427,-25.0488,26.9942
-10.0947,-30.3585,-5.90288
-1.43167,-32.3596,42.1508
30.9914,-7.83158,66.2996
-42.7812,-52.4802,14.5509
-43.8073,-53.6929,13.9945
-20.5876,-64.5365,-55.3749
-20.6933,-64.5069,-55.0606
-21.2007,-66.2726,-57.5861
-2.22592,-68.4554,46.575
66.6638,-16.0865,98.6634
-73.2079,-87.2072,-1.48951
-33.2515,-108.557,-118.056
-33.4054,-108.519,-117.475
-31.9841,-110.299,-178.48
-29.6784,-110.581,-176.802
-30.0485,-110.536,-175.759
-25.8299,-111.052,-173.543
-33.6532,-110.095,-120.247
-2.077,-114.437,52.125
111.119,-25.284,138.713
-112.231,-128.915,-21.3292
-47.2424,-163.485,-196.114
-0.31561,-169.527,58.825
-0.247125,-171.197,59.025
165.953,-34.9137,187.737
167.659,-35.1853,189.26
-177.393,-192.6,-53.4
-66.3279,-254.292,-324.9
6.60005,-260.997,69.5
254.963,-46.4638,266.8
-252.11,-257.878,-87.5
-80.8754,-350.672,-459.8
20.3934,-363.082,82.7
19.3972,-356.946,81.5
354.14,-53.708,354.9
-366.384,-343.709,-137.9
-91.6332,-492.967,-658.8
48.6483,-496.015,99.5
495.277,-53.4491,479
659.425,-37.4771,624
-505.018,-429.516,-194.8
-499.791,-426.619,-193.6
-89.1447,-655.983,-885.4
97.1885,-652.205,119.9

Event: 41
32.1262,0.504304,-16.125
-23.8141,21.416,-33.5429
-24.4623,20.59,-13.075
-20.2024,26.018,3.81599
68.1441,0.355383,-18.075
-41.1903,53.8579,23.4529
-50.8751,44.8265,-54.909
-52.2642,43.0565,-11.575
-53.5573,44.0749,-11.525
114.318,-1.08419,-20.6524
-68.0551,91.1531,49.3381
-86.5553,74.1506,-82.5995
-88.745,70.984,-9.725
-90.1842,72.0719,-9.625
170.749,-4.6583,-23.825
-99.4921,137.571,80.9475
-130.662,108.119,-115.895
-132.057,109.149,-116.916
-134.982,104.093,-7.375
257.882,-14.0158,-29.4
-145.966,213.9,131.9
-210.186,152.984,-4.2
-203.868,159.393,-169.6
-193.938,303.772,188.8
-292.588,214.139,-231.2
-295.668,202.158,0.600002
360.166,-31.2526,-34.8
-250.768,432.712,269.2
-424.903,264.569,5.4
-414.099,277.04,-312.9
498.415,-64.9975,-42.6
492.946,-63.3792,-42.6
-302.253,588.206,360.9
-568.089,339.273,-413
-574.904,321.006,12.6
650.216,-117.095,-52.2

Event: 42
32.9768,-6.55065,-46.275
-9.08355,-30.6413,-3.38177
31.4309,-6.26013,-46.7822
22.0847,23.2893,-74.5418
8.55387,30.7894,-61.675
-20.0192,-64.6955,56.436
-20.5734,-66.3206,59.3058
66.9308,-12.5967,-35.3156
47.3832,48.8686,-94.3507
17.6819,66.5418,-67.2576
27.8027,110.811,-74.125
-35.0959,-108.101,133.385
-35.718,-109.843,136.472
111.847,-19.3283,-20.8328
113.35,-19.5558,-20.3547
80.2456,80.3563,-119.49
81.471,81.4935,-120.402
123.119,118.805,-151.258
38.7953,166.36,-82.6522
-55.0994,-160.426,227.206
-55.758,-162.094,230.202
168.035,-26.043,-2.8179
121.883,117.739,-150.357
-90.4712,-242.205,376.5
259.27,-32.8804,26.4
190.836,174.371,-199.6
52.2546,253.126,-95.9
62.1678,358.023,-111.5
61.7485,351.982,-110.3
-138.17,-336.65,554.5
-135.143,-331.205,544.3
359.311,-34.4398,58.7
275.051,235.566,-257.8
64.9656,495.05,-131.9
-209.309,-455.12,787.1
501.738,-25.9222,103.1
391.927,314.829,-345.3
396.02,307.237,-340.5
395.415,308.359,-336.9
395.201,308.755,-336.9
394.917,309.284,-336.9
396.654,306.062,-330.9
660.56,3.70789,151.1
659.608,-2.59552,153.5
659.731,-1.77979,154.7
539.465,379.79,-427.4
53.4708,659.021,-155.9
-303.457,-584.302,1056.8

Event: 43
8.45757,30.8163,63.959
-2.52227,31.8828,-38.2732
-2.48992,31.8867,-39.5859
-2.48992,31.8867,-37.8906
-0.553944,32.1202,53.6166
-22.2398,23.422,89.225
-47.603,48.9959,100.425
18.6304,65.0839,46.8171
19.0778,66.435,46.1399
-4.57482,67.6353,-172.601
-1.88128,67.9601,25.0074
32.7176,108.69,24.8529
33.2248,110.148,24.1209
-6.17237,113.443,-341.829
