global track dir params: x, y, z; phi, phi_var, theta, theta_var

Event: 0
-0.363427, 0.864782, 0.346515, 1.96864, 1e-06, 1.21694, 1e-06
-0.714678, 0.685019, 0.141369, 2.37738, 1e-06, 1.42895, 1e-06
-0.454699, -0.84909, -0.268878, -2.06245, 1e-06, 1.84302, 1e-06
-0.141675, 0.860639, -0.489109, 1.73395, 1e-06, 2.08186, 1e-06

Event: 9
0.925992, -0.303965, -0.223929, -0.317177, 1e-06, 1.79664, 1e-06
0.186008, -0.719437, -0.669187, -1.31779, 1e-06, 2.30391, 1e-06
-0.54332, 0.088003, 0.834901, 2.98101, 1e-06, 0.582844, 1e-06
-0.591024, -0.786669, -0.178446, -2.21513, 1e-06, 1.7502, 1e-06
0.403755, 0.641695, -0.65208, 1.00918, 1e-06, 2.28112, 1e-06
