sp_x, sp_y, sp_z

Event: 0
-40.5111,54.4405,-14.8802
-32.4839,61.3269,-3.09615
-42.0251,53.1416,38.525
-43.1966,54.6106,39.0012
-60.2475,30.8734,-73.9767
-61.477,31.5276,-72.1687
-64.7493,19.8265,20.0097
-67.4227,6.16551,-187.509
-66.8469,13.6935,-51.8789
-66.588,17.0776,-44.425
-66.6444,16.3404,-9.17041
-66.3421,20.2921,19.475
-68.9443,6.28112,-188.075
-67.7371,-3.73093,-99.9788
-68.3859,1.6501,-34.025
-67.897,-2.4048,-7.39196
-69.3268,-5.81793,-9.71714
-65.7543,-16.7315,197.309
-52.2012,-45.0875,8.47487
-43.1745,-52.1716,188.432
-44.2533,-53.4669,190.265
-25.3159,-63.2141,-100.549
-12.1979,-66.9613,-261.657
-12.148,-66.9651,-261.432
-17.0569,-66.5896,216.654
30.8938,-60.2947,-109.773
30.4145,-60.5645,-109.598
24.6631,-63.802,29.9696
24.576,-63.8511,78.2789
27.8002,-62.0361,84.2431
31.7533,-61.9536,-111.954
51.3998,-44.1578,-352.593
52.8793,-45.4129,-361.714
56.6906,-37.8921,-62.733
52.0348,43.3154,12.5983
44.1578,51.3998,-12.3031
53.2046,44.3001,12.8337
45.4269,52.8722,-13.262
28.8408,62.2284,-149.296
27.5615,62.5861,-148.804
28.0526,62.4488,-147.575
19.7302,64.7763,-105.472
20.1818,66.3505,-108.536
9.30634,67.1825,-42.8981
16.3358,66.6447,41.875
10.104,67.1215,67.7232
-3.73093,67.7371,-89.9875
-16.2563,65.9099,39.275
-11.6945,67.4032,66.6575
113.617,4.72374,-263.811
114.128,10.6152,-132.775
33.0088,108.618,-191.114
47.218,105.103,-150.575
33.473,110.117,-194.021
27.1203,110.894,55.6533
15.6558,113.353,-73.6574
17.0558,113.352,135.888
-6.26259,113.432,-151.964
-6.39078,115.165,-154.306
-19.4041,111.969,90.1236
-27.3492,110.86,37.775
-19.7196,113.747,91.0488
-39.4353,107.32,372.356
-41.0741,106.461,-22.9346
-52.2896,101.642,-473.106
-58.9596,97.0462,440.493
-53.4394,100.85,-31.7983
-59.7994,98.4548,446.38
-70.4405,89.0433,50.2904
-71.424,90.3112,50.7144
-101.501,52.0297,-13.6058
-108.569,33.203,5.525
-110.736,28.4107,-49.225
-110.095,33.6547,5.00621
-110.886,27.187,7.5422
-111.422,22.8025,21.6511
-113.357,10.3058,-204.775
-113.432,-6.26259,-142.362
-114.521,2.77196,-35.975
-113.695,-4.07842,8.59797
-115.177,-6.34222,-143.98
-110.565,-28.1292,253.991
-86.5488,-74.7628,108.243
-86.6369,-74.6846,170.458
-72.5467,-87.6644,238.966
-42.5221,-106.264,-71.5487
-20.3209,-111.725,-413.424
-28.3652,-110.742,339.719
-20.6058,-113.349,-418.916
41.1627,-106.415,48.7489
40.9448,-106.529,54.3058
46.4334,-103.654,112.95
52.1249,-101.756,-163.805
47.143,-105.188,114.003
94.769,-63.3539,-81.7929
88.1195,73.3689,20.0412
74.274,86.47,-35.1018
46.5148,103.598,-150.475
169.342,7.0072,-374.987
170.978,7.08745,-378.27
169.215,15.7601,-127.775
111.237,129.545,-63.0726
69.584,154.885,-154.075
49.5617,163.106,-297.547
40.612,166.212,72.8889
25.3558,168.942,217.823
23.3058,168.944,-110.702
-9.42727,169.633,-228.202
-40.596,164.566,36.025
-29.163,168.372,119.811
-40.9845,166.173,35.975
-58.7617,159.959,498.942
-61.1534,158.706,-49.469
-79.3069,149.748,-67.2945
-80.0602,151.162,-68.3116
-101.215,136.048,18.425
-102.251,137.423,18.9969
-105.768,133.768,64.9584
-151.265,77.5868,59.2454
-162.314,49.5746,-12.275
-165.042,42.3583,-55.175
-165.271,40.4886,28.075
-166.074,33.9211,111.774
-167.698,34.2361,114.476
-169.702,15.3851,-225.952
-170.68,4.08759,-38.275
-169.456,-6.06403,28.1073
-170.5,-9.43935,-195.302
-171.175,-6.11932,28.7129
-164.791,-41.9207,322.562
-128.952,-111.466,231.492
-108.556,-131.243,300.971
-63.3507,-158.385,-36.4555
-42.132,-164.32,489.11
-42.5822,-166.051,493.93
61.0206,-158.776,24.9506
61.3306,-158.613,71.7468
77.3196,-151.002,-227.982
69.7935,-155.753,148.904
141.944,-94.9477,-105.437
131.345,109.342,28.975
-85.3268,140.54,623.8
470.096,-405.185,-2947.5
406.858,-350.455,-2557.5
350.467,-301.839,-2207.5
-114.587,-635.844,-2192.5
292.657,-251.8,-1847.5
-96.7868,-535.961,-1852.5
-281.605,549.404,-1842.5
244.402,-210.3,-1547.5
-234.099,456.207,-1557.5
-80.9409,-447.939,-1552.5
-67.1142,-370.556,-1292.5
203.491,-175,-1297.5
-192.502,375.015,-1307.5
629.2,25.275,-1292.5
261.625,10.7529,-559.3
256.917,23.9484,-119.9
-14.6091,262.208,-353.7
-63.2474,256.639,33
-44.3479,256.773,166
-61.6245,250.376,33
-90.1853,245.645,704.4
-94.3289,244.958,-93.5
-136.753,225.434,981.3
-118.963,231.354,-869.8
-121.952,230.359,-125.9
-155.421,208.998,48.6
-162.346,205.408,88.7
-133.582,220.321,959.7
-231.211,118.668,176.4
-249.39,76.1193,-41.4
-256.105,62.7064,62.3
-254.728,65.456,-64.7
-250.292,61.191,59.9
-253.33,51.6112,256
-262.172,23.7295,-260.8
-259.07,6.1551,-41.4
-261.401,-9.26973,59.9
-262.208,-14.6091,-280.5
-256.492,23.2114,-258.4
-250.032,-63.6963,430.4
-199.953,-172.866,437.6
-195.02,-168.697,423.8
-164.414,-198.918,397.4
-95.7693,-239.552,18.6
-65.389,-254.762,741.5
-46.2493,-255.031,-899.8
94.0329,-245.007,-23.4
94.6248,-244.909,110.3
105.726,-235.758,204.4
118.536,-231.496,-333.3
217.488,-145.579,-143.5
202.301,168.338,43.8
197.958,164.713,42.6
171.785,200.206,-109.1
167.832,195.548,-105.5
107.548,239.17,-159.5
62.5052,256.206,100.7
75.7169,249.591,-466.4
61.048,250.338,99.5
38.5997,257.456,348.3
35.5971,258.409,-170.8
362.23,14.7574,-760.1
357.478,33.4871,-110.3
148.392,329.675,-166
105.177,347.058,-656.4
85.0637,349.027,129.5
52.9836,354.334,490.9
48.9272,355.423,-234.4
-20.3934,363.082,-490.3
-61.8168,358.55,220
-19.9967,356.968,-482.6
-86.3153,350.511,29.4
-60.7363,352.418,216.4
-124.28,338.782,929.1
-129.881,337.725,-140.3
-169.458,320.264,-191.2
-213.737,287.643,80.3
-222.962,282.321,113.9
-319.149,163.818,305.1
-346.777,105.708,-73.1
-348.917,85.3429,97.1
-354.128,72.08,422
-347.326,89.3915,-75.5
-359.855,32.4116,-297.3
-358.734,8.37983,-46.2
-361.928,-12.7551,95.9
-363.06,-20.2451,-374.1
-356.965,-19.9218,-368.1
-350.288,-89.307,557.5
-274.102,-237.212,653.2
-228.791,-276.784,508.3
-132.756,-332.468,80.3
-89.2519,-347.381,999.3
130.324,-337.641,151.1
129.587,-337.78,-75.5
146.808,-327.241,266.8
164.584,-321.766,-450.2
299.035,-198.249,-184.72
300.269,-196.817,-185.2
297.871,-199.601,-184
277.749,230.888,58.7
233.278,271.944,-155.9
503.082,20.3934,-1041.2
496.979,20.1069,-1028.7
498.842,46.8922,-98.3
324.279,378.409,-224.8
206.075,457.3,-175.6
119.084,489.49,173.2
144.626,477.716,-911.8
117.617,483.442,172
73.4208,492.703,694.8
67.784,494.268,-327.3
-28.2588,500.49,-676.8
-120.086,488.863,25.8
-84.4334,490.697,288.9
-118.663,482.972,25.8
-179.429,467.049,-205.6
-235.384,445.377,-281.7
-232.474,439.883,-278.1
-299.871,403.76,127.1
-296.347,399.074,125.9
-309.06,391.545,149.9
-445.258,228.916,489.7
-480.477,146.178,-117.5
-485.929,118.549,148.7
-493.487,100.248,651.6
-483.438,124.58,-89.9
-487.487,98.9837,642
-497.367,44.5412,-348.9
-498.263,11.4945,-52.2
-502.645,-17.5012,145.1
-496.781,-17.2638,142.7
-497.525,-27.9629,-498.7
-485.08,-123.915,727.7
-377.342,-326.799,953.5
-318.086,-385.246,662.4
-184.819,-463.279,168.4
180.015,-466.923,208
178.989,-467.144,-148.7
204.222,-454.78,354.9
228.635,-447.414,-614.4
413.805,-277.38,-241.6
382.943,318.155,80.3
660.682,62.4447,-82.7
509.096,422.518,106.7
429.261,501.378,-304.5
270.491,599.678,-185.2
654.481,61.8382,-83.9
155.204,639.357,220
97.0164,653.514,931.5
89.5741,655.849,-434.6
-37.6757,661.765,-895.6
-37.3113,655.825,-887.8
-111.888,652.147,374.1
-157.735,643.633,19.8
-237.476,619.019,-282.9
-235.388,613.392,-280.5
-309.296,585.935,-383.8
-392.728,529.408,179.2
-410.068,520.007,191.2
-588.526,302.817,699.6
-632.822,192.21,-167.2
-641.861,156.694,206.8
-642.325,155.587,206.8
-642.006,156.348,208
-638.444,164.857,-106.7
-645.435,130.837,902.2
-644.277,134.167,905.8
-644.869,132.467,905.8
-645.095,131.817,925.344
-645.805,129.775,925.5
-661.21,58.9352,-410.6
-654.952,58.3021,-408.2
-663.441,-22.7665,200.8
-657.758,14.8316,-58.7
-657.146,-22.5511,198.4
-658.45,-37.2684,-648
-639.799,-163.745,923.1
-421.221,-510.686,839.8
238.287,-618.864,274.5
236.813,-619.146,-233.2
236.114,-613.206,272.1
271.718,-604.099,458.6
234.806,-613.54,-230.8
300.397,-588.805,-798.5
550.285,-369.277,-310.5
-181.93,300.262,1297.5
-181.849,496.665,1307.5
-117.426,-456.258,1302.5
-495.198,-429.294,1297.5
-219.283,361.97,1557.5
-217.215,593.896,1542.5
-140.059,-543.87,1547.5
-262.422,433.498,1857.5
-168.122,-651.319,1847.5
-311.217,514.294,2197.5
-361.376,597.571,2547.5

Event: 16
-40.1457,-29.2692,-1515.6
-40.075,-29.6811,-1516.8
-40.5052,-19.2097,-1315.6
-40.5772,-19.0683,-1315.6
-26.8347,-34.9311,-1316.8
-27.1115,-35.2085,-1315.6
-37.8302,-34.1179,-1116.8
-38.045,-39.1039,-976.8
-30.8228,-43.9725,-836.8
-40.238,-39.6351,-836.8
-31.3546,-43.8183,-835.6
-29.5526,-34.7853,-716.8
-33.3219,-31.6837,-716.8
-29.8044,-35.8727,-715.6
-41.1421,-30.7387,-615.6
-41.0504,-31.4692,-616.8
-1.125,-172.525,-623.8
32.9761,-6.54464,-30.3192
31.9226,2.19208,-23.325
32.6948,-4.21154,-19.9276
31.9226,2.19208,24.925
33.0659,-7.28924,55.825
30.714,10.5815,-23.4314
25.8823,19.165,-13.6876
27.7954,15.7665,80.2897
31.9649,8.35937,136.242
-18.348,-26.2218,-103.131
-19.5673,-25.2649,17.5144
-17.8367,-26.6231,34.5151
-19.4256,-27.7489,-107.843
-9.90214,-30.4123,-10.0447
-18.7079,-27.9497,36.7398
3.18489,-31.8029,-489.445
-0.20794,-32.212,-165.442
-2.5734,-32.4973,24.2538
-3.61585,-32.623,32.0308
9.49619,-31.325,-249.286
17.3682,-26.8938,-52.4598
15.5486,-27.918,-24.6384
17.5965,-26.7653,24.9092
18.3195,-28.4174,-52.025
21.9619,-23.776,-29.3017
18.9362,-27.6315,-21.0381
18.1249,-28.6653,-20.125
21.5607,-24.2874,20.7188
24.4932,-20.5507,23.125
18.5047,-28.1814,24.775
29.941,-11.5875,-55.225
31.4358,-6.24256,-29.925
30.9241,-8.07235,-22.6706
30.2238,-10.5763,23.1497
31.2607,-6.86854,55.5389
28.7645,-15.7943,71.8394
26.6343,19.7188,-14.0857
8.55387,30.7894,-59.155
9.99844,30.3854,-47.6392
10.7207,30.1834,31.1028
5.71288,31.5839,73.124
1.2766,32.3409,37.4624
1.97772,32.4254,61.925
5.94895,32.9043,76.638
-17.2479,26.9615,-2.71905
-16.6379,27.3048,53.5762
-17.2915,26.9369,81.5433
-18.2292,28.5324,-2.29145
-23.1208,22.2994,3.975
-23.7523,21.4947,4.33836
-23.5378,21.768,4.51837
-24.4314,20.6293,7.7447
-23.409,21.9321,9.40796
-20.7151,25.3648,11.2241
-22.993,22.4623,16.0156
-17.7425,29.1526,56.3637
-18.2666,28.4848,82.1678
-29.6852,12.5024,-75.0894
-28.6031,16.3715,-26.2426
-32.0364,-1.24891,-335.204
-32.3356,1.23311,66.925
-27.9425,-15.505,-78.6082
-29.5156,-12.7105,-78.0616
-29.3152,-13.0665,-78.3181
-29.2424,-13.1958,-78.325
-29.5368,-12.6729,-77.5278
-29.9537,-11.9322,-57.7282
-31.8126,-8.62993,54.8687
67.6293,4.62446,-36.2186
67.6266,4.64702,39.3023
66.6061,14.1294,279.525
65.6143,17.1592,279.9
67.2165,12.2648,280.525
66.3907,14.7874,281.842
65.3124,18.0817,284.329
-36.8127,57.6132,5.42966
-36.902,57.5367,94.0458
-35.6497,58.611,101.145
-58.8278,33.6747,-42.7949
-62.8775,26.5197,-91.6734
-68.4984,2.58247,62.875
-65.4121,-17.777,38.3346
-63.4832,-25.2295,-109.069
65.0484,22.4488,-49.4947
-39.2135,-56.0209,-195.233
-38.7111,-56.2756,-142.185
-42.2463,-54.484,49.9826
-37.9201,-56.6764,85.3479
-30.7741,-61.6877,-157.107
-20.9822,-64.4261,-34.7694
-21.5561,-66.2454,-36.0886
-5.31799,-67.4876,37.375
-7.46172,-67.3236,76.6369
-0.461108,-68.2426,-283.113
-5.40291,-68.8384,37.8863
-7.65879,-69.1105,78.9001
32.8981,-59.1665,-38.9627
37.0538,-57.4064,-43.625
33.5901,-60.3779,-39.525
37.4712,-57.0483,21.9006
46.5226,-50.3725,-92.9153
51.8629,-43.5678,18.175
45.6856,-51.4391,68.5542
53.2409,-44.6993,17.925
59.366,-32.6128,94.1162
54.5415,40.3933,-28.683
59.9972,34.0339,114.358
63.4296,-24.5455,-49.575
64.0356,-22.3786,60.0988
60.9261,-33.4974,95.259
67.2321,-8.65823,-40.824
66.8774,-13.2947,-38.775
66.5685,-17.3329,-35.175
66.7668,-14.7405,60.825
20.2041,64.6438,473.831
21.223,64.3588,-89.8721
22.7157,63.9413,35.075
21.7853,66.2279,333.146
13.0727,66.8944,489.124
18.5062,66.4787,-186.755
21.8198,66.2252,-92.2129
12.0982,66.9689,166.954
4.21154,68.6948,52.325
2.7116,68.5139,104.035
113.258,7.70217,-52.6805
113.252,7.75181,57.6673
114.819,7.79893,-53.2376
114.806,7.85437,58.2999
35.5725,107.983,-144.086
38.1052,107.357,40.164
20.1721,111.744,285.599
20.1721,111.744,285.789
30.7433,110.451,-343.981
8.70576,113.359,284.75
6.95576,113.36,40.475
7.94389,115.145,289.545
7.05997,115.038,40.025
4.55902,114.737,189.155
-53.9419,100.504,30.7925
-59.0008,97.0179,159.536
-61.7629,96.7181,15.825
-61.9128,96.5856,109.996
-59.8343,98.4239,161.664
110.3,28.8307,470.539
-99.6178,56.9837,-65.1203
-105.754,44.5866,-113.11
-114.713,4.36046,57.675
-109.918,-29.8399,16.4114
-105.928,-42.0928,-174.093
108.364,37.4422,-82.3802
-69.5857,-89.7119,89.1497
-65.4781,-93.6519,-311.498
-70.5672,-90.9755,90.5593
-63.3982,-94.7457,149.744
-35.1444,-108.089,-66.4934
-35.7064,-109.844,-67.7591
-8.90576,-113.358,54.575
-12.5558,-113.355,135.731
-0.786347,-114.282,-433.529
98.9753,56.1598,155.57
55.3776,-99.5144,-57.5025
62.1749,-96.3538,-32.325
62.8865,-95.7244,18.075
77.285,-83.7065,-172.57
75.7916,-85.3894,128.323
87.1932,-73.2281,11.775
100.311,-55.161,123.936
106.573,-41.2727,-42.325
107.501,-37.5228,107.604
91.4513,67.718,-48.0003
110.688,-28.8077,-50.675
111.501,-22.1573,-49.8796
111.204,-24.5892,67.425
113.354,-14.5558,-68.7484
170.072,11.5463,-73.175
170.057,11.6168,80.5377
52.9638,160.954,-209.936
56.7982,160.006,46.325
53.46,162.469,-211.804
30.1966,167.061,432.344
28.6834,167.185,437.142
27.5531,168.94,438.525
6.79497,170.044,290.967
10.4832,170.339,25.3513
-88.1535,145.091,232.568
-91.1794,142.821,28.075
-91.4194,142.641,128.825
-92.0524,144.152,28.425
-92.2637,143.965,129.359
-147.065,84.1787,-91.1047
-148.457,84.9711,-91.8586
-156.753,66.0718,-138.589
-169.349,6.44205,51.575
-170.97,6.495,51.375
160.655,55.5268,-122.061
-163.836,-44.4442,-10.1173
-158.077,-60.9718,-383.475
-158.066,-60.9948,-383.361
-158.075,-60.9757,-381.913
-158.066,-60.9948,-381.075
-158.718,-62.9767,-381.221
-158.688,-63.0302,-254.905
-103.995,-134.133,138.483
-97.562,-139.596,-453.405
-94.4688,-141.223,228.339
-52.7865,-162.579,-106.088
-13.3058,-168.952,75.4152
-18.7058,-168.948,207.133
-13.4238,-170.574,76.025
147.511,83.7077,206.921
82.94,-149.002,-80.225
92.7132,-143.567,-18.6351
93.7618,-142.64,13.425
112.493,-126.778,201.192
115.777,-125.326,-272.171
113.593,-127.997,203.333
129.951,-109.147,4.025
149.048,84.5705,208.53
149.505,-82.2137,159.756
158.147,-61.2743,-33.652
159.783,-61.9179,-33.375
160.958,-56.1871,166.012
164.976,-42.9042,-69.725
166.18,-33.0509,-63.525
165.74,-36.6508,75.575
168.218,-21.5812,-101.959
167.734,-33.3601,-63.9021
169.954,-21.7801,-103.008
136.903,101.354,-71.7821
102.485,22.8869,615.6
14.5923,65.3743,615.6
106.446,23.3642,622.6
145.918,38.1429,622.6
-103.912,133.677,622.6
146.206,38.2362,623.8
93.5643,38.8919,716.8
17.6646,66.1695,715.6
-119.371,99.1743,723.8
96.2127,44.088,836.8
12.7938,71.2191,835.6
-110.153,58.6602,842.6
-66.9207,35.54,976.8
93.8675,40.4667,976.8
14.5122,70.8707,975.6
101.515,32.3349,1115.6
-18.2085,55.3482,1115.6
105.107,33.121,1123.8
-11.2367,131.248,1323.8
107.683,36.5064,1323.8
-11.025,130.836,1322.6
-43.8254,107.325,1522.6
109.348,41.5818,1523.8
80.4136,372.061,-2947.5
97.6463,372.204,-2947.5
95.3986,378.871,-2947.5
100.594,381.08,-2952.5
57.2393,473.356,-2957.5
35.5578,460.848,-2557.5
10.9301,-663.041,-2542.5
20.3249,407.6,-2202.5
-4.55291,-652.885,-2197.5
-3.37115,-654.177,-2197.5
174.246,629.612,-2197.5
76.2796,367.233,-1847.5
-3.01859,-547.104,-1847.5
147.161,531.171,-1847.5
-2.62492,-458.6,-1557.5
124.612,449.019,-1552.5
113.036,462.636,-1552.5
-344.402,-494.057,-1547.5
-2.25091,-378.29,-1297.5
104.539,376.785,-1297.5
21.8249,393.8,-1302.5
-290.454,-416.564,-1307.5
105.042,378.452,-1302.5
262.701,17.872,117.5
262.679,17.7237,-106.7
256.963,17.536,115.7
256.953,18.9235,115.1
256.946,19.8485,117.9
256.964,17.3485,-104.3
15.9439,257.59,1.8
10.4563,258.42,453.8
-136.896,225.386,354.9
-138.908,217.559,47.4
-139.241,217.387,159.5
-133.715,220.252,346.5
-242.924,102.303,-181.6
-224.241,128.405,-133.1
-237.437,99.9944,-179.2
250.229,62.5124,163.6
250.081,63.4003,1062.8
249.781,65.2131,1064.9
246.453,85.3019,-187.6
-258.509,9.86299,41.4
-249.395,-67.5439,-52.2
-244.505,-97.0665,-386.6
-158.592,-204.658,216.4
-145.588,-217.479,357.9
-145.08,-217.98,357.3
-149.353,-213.767,-682.8
-80.2103,-247.342,-167.2
-20.7268,-263.124,110.3
-28.7339,-260.585,324.9
227.896,129.353,291.9
233.154,113.554,380.6
-20.2451,-256.94,107.9
-1.70563,-259.742,-908.8
-1.26068,-259.809,-905.8
127.36,-228.56,-116.3
140.107,-216.938,3
141.971,-215.971,6.6
202.379,-170.182,-9
171.292,-193.106,317.7
175.578,-189.946,-426.8
197.444,-165.909,-7.8
226.816,-124.807,216.4
240.727,-93.4221,-19.8
244.757,-85.3743,257.2
254.426,-66.0596,-100.7
252.015,-55.7577,88.7
259.179,-33.1664,-157.1
253.693,-50.4673,-85.1
209.274,154.888,-109.1
86.5367,244.175,56.3
83.6977,245.596,58.7
70.1729,252.367,-851.4
81.2163,246.838,-316.5
46.1778,255.053,666
357.127,24.1937,155.9
358.159,51.4742,157.1
357.184,25.6927,160.7
358.102,49.9753,160.7
358.062,48.9261,168.4
357.294,28.6156,176.8
357.991,47.0524,181.6
357.331,29.5899,187.6
357.963,46.3029,188.8
357.393,31.2387,193.6
357.983,46.8276,198.4
357.436,32.3629,200.8
357.861,43.6049,206.8
357.549,35.3607,210.4
357.819,42.4807,214
357.663,38.3586,218.8
357.79,41.7312,226
357.121,24.0438,-140.3
120.16,339.132,67.1
112.735,343.06,-435.8
64.7505,357.008,936.3
22.5602,362.499,-25.8
22.1732,356.649,-24.6
14.5102,357.807,636.4
-193.8,303.832,70.7
-194.35,303.592,194.8
-186.375,307.068,479
-314.561,180.223,-182.8
-334.79,140.896,-227.2
-329.382,138.59,-224.8
-343.065,100.235,-387.4
-357.904,13.8675,30.6
340.007,117.795,-258.4
-349.887,-94.6921,-101.9
-337.001,-133.714,-528.1
-208.496,-298.674,-944.7
-220.938,-285.254,306.3
-204.773,-293.417,-927.9
-199.26,-298.164,493.9
-111.409,-343.761,-238
-28.5725,-360.886,147.5
-39.3655,-357.989,450.2
177.199,-317.88,-158.3
198.613,-301.734,-1.8
195.863,-302.933,27
182.215,-308.881,56.6
174.137,-312.402,-155.3
241.023,-271.903,456.2
237.114,-267.423,449
243.15,-262.971,-601.8
311.233,176.818,380.6
274.474,-230.932,-22.2
318.623,-175.506,282.9
313.231,-172.491,279.3
334.081,-129.706,-4.2
340.044,-118.436,362.1
351.797,-78.0134,103.1
347.079,-90.0198,-133.1
354.649,-70.7537,-110.3
356.356,-45.4502,-215.8
288.017,213.087,-151.1
497.91,33.4996,212.8
497.895,33.2751,-191.2
167.367,473.098,82.7
157.105,478.872,-604.8
155.115,472.881,-597.6
20.5012,499.524,897.4
31.1063,497.481,-61.1
-270.738,424.883,103.1
-271.507,424.582,244
-260.125,429.044,663.6
-267.385,419.619,101.9
-268.127,419.257,241.6
-436.984,250.624,-250
-431.587,247.536,-247
-461.289,193.877,-290.7
-503.212,19.6429,13.8
-497.075,19.3552,15
473.253,164.171,-359.7
-484.434,-130.935,-168.4
-463.222,-183.469,-721.3
-307.31,-397.141,430.4
-278.293,-416.884,694.2
-153.208,-473.76,-332.1
-39.9615,-501.993,200.8
-54.5593,-497.94,630
-39.4283,-495.878,198.4
437.109,248.591,513.1
243.087,-435.723,-211.6
274.192,-416.296,-13.8
270.485,-418.105,61.1
333.84,-376.869,640.8
329.764,-372.332,633
338.768,-365.969,-848.2
384.099,-323.34,-42.6
432.036,245.74,508.3
436.603,-240.704,369.3
468.535,-182.132,18.6
471.368,-164.011,504.7
489.937,-108.844,123.5
483.209,-125.134,-181.6
494.088,-98.7923,-145.1
498.92,-63.4267,-302.1
487.946,-97.5558,-143.9
493.1,-62.7221,-298.5
401.643,296.806,-210.4
659.046,43.992,276.9
659.026,43.7679,-250
531.344,395.937,-356.1
531.95,394.731,-280.5
532.725,393.19,-278.1
657.264,-73.0178,-404.6
656.095,-77.1884,-403.4
656.839,-74.5344,-403.4
656.96,-74.1011,-403.4
655.399,-79.6722,-401.686
654.289,-83.6339,-396.2
654.492,-82.9117,-396.2
521.773,400.761,-484.25
524.555,395.986,-482.257
520.99,402.105,-437
526.213,393.141,-428.2
511.663,418.111,-386.6
508.34,423.814,-310.5
219.818,622.235,100.7
206.177,629.49,-791.9
41.7488,661.919,-105.5
41.3513,655.843,-103.1
-342.988,566.485,872.2
-353.475,555.331,137.9
-354.428,554.889,297.3
-575.568,330.472,-326.1
-570.184,327.31,-322.5
-612.064,256.86,-365.7
-606.233,254.5,-363.3
626.157,217.56,-475.4
-661.851,26.1847,-3.6
-638.961,-172.405,-244
-614.402,-243.031,-952.5
620.529,215.581,-471.8
-403.034,-521.274,568.3
-366.063,-548.819,916.6
-203.727,-630.793,-446.6
-201.846,-625.141,-441.8
-52.7427,-659.201,259.6
-71.4542,-654.574,830.8
575.897,327.852,660.6
321.132,-575.053,-275.7
363.133,-550.842,-27
358.236,-553.118,100.7
438.135,-495.755,848.56
437.105,-496.399,850.6
447.179,-482.581,-1128.2
503.093,-423.97,-63.5
576.837,-318.425,471.8
614.91,-239.331,43.8
627.162,-217.913,675
621.182,-215.822,668.4
647.132,-144.102,147.5
638.386,-164.996,-235.6
641.295,-142.738,146.3
645.928,-129.421,-182.8
303.948,79.2356,1297.5
90.0231,495.113,1302.5
363.225,94.6946,1547.5
-236.738,-216.796,1547.5
106.735,585.94,1542.5
434.689,113.293,1852.5
516.048,134.324,2202.5
597.364,155.301,2547.5

Event: 17
32.2779,-0.753932,75.3793
25.8978,19.1376,36.9031
-28.785,-18.0309,58.0812
-4.94244,-31.7994,-119.531
-9.46877,-30.5335,63.305
-5.10506,-32.8025,-120.523
3.92949,-31.7131,-35.7782
-1.03455,-32.3117,-31.8396
1.07225,-32.0577,-10.445
2.68848,-31.8628,10.7939
-1.79331,-32.4032,93.757
17.5965,-26.7653,12.5848
17.945,-26.569,127.595
18.5047,-28.1814,13.4173
27.3022,-16.9713,61.5519
26.2218,-18.348,74.147
18.7987,-27.8067,130.362
28.2712,-17.5584,64.0916
28.2395,-17.6716,66.3222
27.7449,-19.4403,74.5156
29.6178,-12.7431,90.0079
24.7987,21.1594,-32.925
25.5284,20.5867,9.01877
24.2996,21.5511,10.9642
26.6474,19.7085,37.025
25.8701,20.3186,50.18
4.99059,31.7859,90.7074
-6.36187,31.4199,0.825001
2.5806,32.4981,61.344
5.13353,32.806,91.936
-3.78057,31.7311,105.872
-15.8536,27.7463,-82.0565
-15.81,27.7708,-54.7278
-6.68255,32.9088,1.02217
-26.4996,17.994,-31.975
-26.1909,18.3873,-23.2733
-24.9871,19.9213,-18.225
-21.468,24.4054,15.8366
-31.6444,5.49679,-112.991
-28.6213,16.3064,-96.225
-27.8941,18.9066,-31.725
-27.7302,19.4926,-24.4636
-29.5505,12.9839,-15.557
-31.6513,5.47212,49.275
-29.3889,13.5617,83.4445
-32.875,5.70614,-113.97
-31.8029,-3.18489,-71.9118
-31.378,-6.70936,-2.80392
-31.5815,-5.02158,2.89928
-32.8744,5.70075,49.175
-32.3067,0.992941,51.1451
-31.9406,-2.04316,58.1862
-31.0084,-10.0586,-49.434
-32.7415,-6.97968,0.913109
-33.6621,-5.34421,3.80827
-27.1086,-16.9865,56.5995
68.384,-1.63427,137.932
-34.2148,59.8419,-135.024
-34.1197,59.9235,-12.9793
-52.9124,42.2305,-26.3655
-45.4731,51.7099,-3.09203
-58.914,33.5048,-101.975
-55.9757,39.3027,-45.995
-56.4956,38.2769,-27.075
-54.0451,43.1125,-26.675
-63.1096,25.6899,64.775
-63.6101,23.9,66.9352
-62.6192,27.4433,68.5726
-63.6804,23.6487,73.3232
-62.2529,28.7532,148.645
-67.0042,11.6368,-140.855
-67.007,11.5996,46.325
-67.372,-6.759,-53.825
-68.4434,2.12664,32.199
-67.6653,-4.32662,101.558
-64.3855,-20.9132,-90.8765
-68.9639,-6.92669,-53.0405
-67.7143,-10.7442,18.7473
-66.5788,-14.213,92.8421
-65.6846,-21.3187,-92.4782
-58.025,-36.3328,83.8018
-20.0192,-64.6955,105.998
-10.4031,-67.0986,-154.432
-20.5403,-66.3231,108.026
6.56044,-67.3959,-140.185
2.29136,-67.9107,-58.7816
-2.18515,-68.4504,-26.875
5.71655,-67.4977,-5.275
-3.81441,-68.6469,122.486
7.31352,-68.8373,-145.912
12.1176,-67.2647,-99.9206
5.86994,-69.3098,-6.09054
8.44101,-68.4682,27.9073
18.7856,-67.1105,-33.6873
37.4573,-57.0603,30.5293
38.1543,-56.4623,194.606
55.9983,-39.2581,81.075
57.7281,-35.8448,142.289
51.4813,43.9605,-29.275
54.5741,40.3554,41.5043
53.3044,41.8354,106.915
